Timestamp (ms),Latitude (deg),Longitude (deg),Altitude (m)
31110,44.9999895816,-74.0001261837,1
31120,44.9999894881,-74.0001261682,1
31130,44.9999893947,-74.0001261525,1
31140,44.9999893013,-74.0001261368,1
31150,44.9999892079,-74.0001261209,1
31160,44.9999891145,-74.0001261048,1
31170,44.9999890212,-74.0001260886,1
31180,44.9999889278,-74.0001260723,1
31190,44.9999888345,-74.0001260558,1
31200,44.9999887411,-74.0001260392,1
31210,44.9999886478,-74.0001260225,1
31220,44.9999885545,-74.0001260056,1
31230,44.9999884612,-74.0001259886,1
31240,44.9999883679,-74.0001259714,1
31250,44.9999882746,-74.0001259541,1
31260,44.9999881814,-74.0001259367,1
31270,44.9999880881,-74.0001259191,1
31280,44.9999879949,-74.0001259014,1
31290,44.9999879017,-74.0001258835,1
31300,44.9999878085,-74.0001258656,1
31310,44.9999877153,-74.0001258474,1
31320,44.9999876221,-74.0001258292,1
31330,44.9999875289,-74.0001258108,1
31340,44.9999874358,-74.0001257922,1
31350,44.9999873426,-74.0001257736,1
31360,44.9999872495,-74.0001257547,1
31370,44.9999871564,-74.0001257358,1
31380,44.9999870633,-74.0001257167,1
31390,44.9999869702,-74.0001256975,1
31400,44.9999868771,-74.0001256781,1
31410,44.9999867841,-74.0001256586,1
31420,44.999986691,-74.000125639,1
31430,44.999986598,-74.0001256192,1
31440,44.999986505,-74.0001255993,1
31450,44.999986412,-74.0001255792,1
31460,44.999986319,-74.000125559,1
31470,44.9999862261,-74.0001255387,1
31480,44.9999861331,-74.0001255182,1
31490,44.9999860402,-74.0001254976,1
31500,44.9999859473,-74.0001254769,1
31510,44.9999858543,-74.000125456,1
31520,44.9999857615,-74.000125435,1
31530,44.9999856686,-74.0001254138,1
31540,44.9999855757,-74.0001253925,1
31550,44.9999854829,-74.0001253711,1
31560,44.9999853901,-74.0001253495,1
31570,44.9999852972,-74.0001253278,1
31580,44.9999852044,-74.000125306,1
31590,44.9999851117,-74.000125284,1
31600,44.9999850189,-74.0001252619,1
31610,44.9999849262,-74.0001252396,1
31620,44.9999848334,-74.0001252172,1
31630,44.9999847407,-74.0001251947,1
31640,44.999984648,-74.000125172,1
31650,44.9999845553,-74.0001251492,1
31660,44.9999844627,-74.0001251263,1
31670,44.99998437,-74.0001251032,1
31680,44.9999842774,-74.00012508,1
31690,44.9999841848,-74.0001250567,1
31700,44.9999840922,-74.0001250332,1
31710,44.9999839996,-74.0001250095,1
31720,44.9999839071,-74.0001249858,1
31730,44.9999838145,-74.0001249619,1
31740,44.999983722,-74.0001249378,1
31750,44.9999836295,-74.0001249137,1
31760,44.999983537,-74.0001248893,1
31770,44.9999834445,-74.0001248649,1
31780,44.9999833521,-74.0001248403,1
31790,44.9999832597,-74.0001248156,1
31800,44.9999831673,-74.0001247907,1
31810,44.9999830749,-74.0001247657,1
31820,44.9999829825,-74.0001247406,1
31830,44.9999828901,-74.0001247153,1
31840,44.9999827978,-74.0001246899,1
31850,44.9999827055,-74.0001246644,1
31860,44.9999826132,-74.0001246387,1
31870,44.9999825209,-74.0001246129,1
31880,44.9999824286,-74.0001245869,1
31890,44.9999823364,-74.0001245608,1
31900,44.9999822441,-74.0001245346,1
31910,44.9999821519,-74.0001245082,1
31920,44.9999820597,-74.0001244817,1
31930,44.9999819676,-74.0001244551,1
31940,44.9999818754,-74.0001244283,1
31950,44.9999817833,-74.0001244014,1
31960,44.9999816912,-74.0001243744,1
31970,44.9999815991,-74.0001243472,1
31980,44.999981507,-74.0001243199,1
31990,44.999981415,-74.0001242924,1
32000,44.999981323,-74.0001242648,1
32010,44.999981231,-74.0001242371,1
32020,44.999981139,-74.0001242092,1
32030,44.999981047,-74.0001241812,1
32040,44.9999809551,-74.0001241531,1
32050,44.9999808632,-74.0001241248,1
32060,44.9999807713,-74.0001240964,1
32070,44.9999806794,-74.0001240679,1
32080,44.9999805875,-74.0001240392,1
32090,44.9999804957,-74.0001240104,1
32100,44.9999804039,-74.0001239814,1
32110,44.9999803121,-74.0001239523,1
32120,44.9999802203,-74.0001239231,1
32130,44.9999801285,-74.0001238937,1
32140,44.9999800368,-74.0001238642,1
32150,44.9999799451,-74.0001238346,1
32160,44.9999798534,-74.0001238048,1
32170,44.9999797618,-74.0001237749,1
32180,44.9999796701,-74.0001237449,1
32190,44.9999795785,-74.0001237147,1
32200,44.9999794869,-74.0001236844,1
32210,44.9999793953,-74.000123654,1
32220,44.9999793038,-74.0001236234,1
32230,44.9999792122,-74.0001235927,1
32240,44.9999791207,-74.0001235618,1
32250,44.9999790292,-74.0001235308,1
32260,44.9999789378,-74.0001234997,1
32270,44.9999788463,-74.0001234684,1
32280,44.9999787549,-74.000123437,1
32290,44.9999786635,-74.0001234055,1
32300,44.9999785722,-74.0001233738,1
32310,44.9999784808,-74.000123342,1
32320,44.9999783895,-74.0001233101,1
32330,44.9999782982,-74.000123278,1
32340,44.9999782069,-74.0001232458,1
32350,44.9999781157,-74.0001232135,1
32360,44.9999780245,-74.000123181,1
32370,44.9999779333,-74.0001231484,1
32380,44.9999778421,-74.0001231156,1
32390,44.9999777509,-74.0001230828,1
32400,44.9999776598,-74.0001230497,1
32410,44.9999775687,-74.0001230166,1
32420,44.9999774776,-74.0001229833,1
32430,44.9999773866,-74.0001229499,1
32440,44.9999772955,-74.0001229163,1
32450,44.9999772045,-74.0001228826,1
32460,44.9999771136,-74.0001228488,1
32470,44.9999770226,-74.0001228148,1
32480,44.9999769317,-74.0001227807,1
32490,44.9999768408,-74.0001227465,1
32500,44.9999767499,-74.0001227121,1
32510,44.999976659,-74.0001226777,1
32520,44.9999765682,-74.000122643,1
32530,44.9999764774,-74.0001226082,1
32540,44.9999763866,-74.0001225733,1
32550,44.9999762959,-74.0001225383,1
32560,44.9999762052,-74.0001225031,1
32570,44.9999761145,-74.0001224678,1
32580,44.9999760238,-74.0001224324,1
32590,44.9999759331,-74.0001223968,1
32600,44.9999758425,-74.0001223611,1
32610,44.9999757519,-74.0001223253,1
32620,44.9999756614,-74.0001222893,1
32630,44.9999755708,-74.0001222532,1
32640,44.9999754803,-74.0001222169,1
32650,44.9999753898,-74.0001221805,1
32660,44.9999752994,-74.000122144,1
32670,44.9999752089,-74.0001221074,1
32680,44.9999751185,-74.0001220706,1
32690,44.9999750282,-74.0001220337,1
32700,44.9999749378,-74.0001219966,1
32710,44.9999748475,-74.0001219595,1
32720,44.9999747572,-74.0001219221,1
32730,44.9999746669,-74.0001218847,1
32740,44.9999745767,-74.0001218471,1
32750,44.9999744865,-74.0001218094,1
32760,44.9999743963,-74.0001217715,1
32770,44.9999743061,-74.0001217335,1
32780,44.999974216,-74.0001216954,1
32790,44.9999741259,-74.0001216572,1
32800,44.9999740358,-74.0001216188,1
32810,44.9999739458,-74.0001215803,1
32820,44.9999738558,-74.0001215416,1
32830,44.9999737658,-74.0001215028,1
32840,44.9999736758,-74.0001214639,1
32850,44.9999735859,-74.0001214249,1
32860,44.999973496,-74.0001213857,1
32870,44.9999734061,-74.0001213464,1
32880,44.9999733163,-74.0001213069,1
32890,44.9999732265,-74.0001212673,1
32900,44.9999731367,-74.0001212276,1
32910,44.999973047,-74.0001211878,1
32920,44.9999729572,-74.0001211478,1
32930,44.9999728675,-74.0001211077,1
32940,44.9999727779,-74.0001210674,1
32950,44.9999726882,-74.000121027,1
32960,44.9999725986,-74.0001209865,1
32970,44.9999725091,-74.0001209459,1
32980,44.9999724195,-74.0001209051,1
32990,44.99997233,-74.0001208642,1
33000,44.9999722405,-74.0001208231,1
33010,44.9999721511,-74.000120782,1
33020,44.9999720617,-74.0001207407,1
33030,44.9999719723,-74.0001206992,1
33040,44.9999718829,-74.0001206576,1
33050,44.9999717936,-74.0001206159,1
33060,44.9999717043,-74.0001205741,1
33070,44.999971615,-74.0001205321,1
33080,44.9999715258,-74.00012049,1
33090,44.9999714366,-74.0001204478,1
33100,44.9999713474,-74.0001204054,1
33110,44.9999712583,-74.0001203629,1
33120,44.9999711691,-74.0001203203,1
33130,44.9999710801,-74.0001202775,1
33140,44.999970991,-74.0001202346,1
33150,44.999970902,-74.0001201916,1
33160,44.999970813,-74.0001201484,1
33170,44.9999707241,-74.0001201051,1
33180,44.9999706351,-74.0001200617,1
33190,44.9999705463,-74.0001200182,1
33200,44.9999704574,-74.0001199745,1
33210,44.9999703686,-74.0001199307,1
33220,44.9999702798,-74.0001198867,1
33230,44.999970191,-74.0001198426,1
33240,44.9999701023,-74.0001197984,1
33250,44.9999700136,-74.0001197541,1
33260,44.999969925,-74.0001197096,1
33270,44.9999698363,-74.000119665,1
33280,44.9999697477,-74.0001196203,1
33290,44.9999696592,-74.0001195754,1
33300,44.9999695707,-74.0001195304,1
33310,44.9999694822,-74.0001194853,1
33320,44.9999693937,-74.00011944,1
33330,44.9999693053,-74.0001193946,1
33340,44.9999692169,-74.0001193491,1
33350,44.9999691285,-74.0001193034,1
33360,44.9999690402,-74.0001192577,1
33370,44.9999689519,-74.0001192117,1
33380,44.9999688637,-74.0001191657,1
33390,44.9999687754,-74.0001191195,1
33400,44.9999686872,-74.0001190732,1
33410,44.9999685991,-74.0001190268,1
33420,44.999968511,-74.0001189802,1
33430,44.9999684229,-74.0001189335,1
33440,44.9999683348,-74.0001188867,1
33450,44.9999682468,-74.0001188397,1
33460,44.9999681588,-74.0001187926,1
33470,44.9999680709,-74.0001187454,1
33480,44.999967983,-74.0001186981,1
33490,44.9999678951,-74.0001186506,1
33500,44.9999678073,-74.000118603,1
33510,44.9999677195,-74.0001185552,1
33520,44.9999676317,-74.0001185073,1
33530,44.9999675439,-74.0001184593,1
33540,44.9999674563,-74.0001184112,1
33550,44.9999673686,-74.000118363,1
33560,44.999967281,-74.0001183146,1
33570,44.9999671934,-74.000118266,1
33580,44.9999671058,-74.0001182174,1
33590,44.9999670183,-74.0001181686,1
33600,44.9999669308,-74.0001181197,1
33610,44.9999668434,-74.0001180707,1
33620,44.999966756,-74.0001180215,1
33630,44.9999666686,-74.0001179722,1
33640,44.9999665812,-74.0001179228,1
33650,44.9999664939,-74.0001178732,1
33660,44.9999664067,-74.0001178235,1
33670,44.9999663194,-74.0001177737,1
33680,44.9999662323,-74.0001177238,1
33690,44.9999661451,-74.0001176737,1
33700,44.999966058,-74.0001176235,1
33710,44.9999659709,-74.0001175732,1
33720,44.9999658839,-74.0001175227,1
33730,44.9999657969,-74.0001174721,1
33740,44.9999657099,-74.0001174214,1
33750,44.999965623,-74.0001173705,1
33760,44.9999655361,-74.0001173196,1
33770,44.9999654492,-74.0001172685,1
33780,44.9999653624,-74.0001172172,1
33790,44.9999652756,-74.0001171659,1
33800,44.9999651889,-74.0001171144,1
33810,44.9999651022,-74.0001170628,1
33820,44.9999650155,-74.000117011,1
33830,44.9999649289,-74.0001169591,1
33840,44.9999648423,-74.0001169071,1
33850,44.9999647558,-74.000116855,1
33860,44.9999646692,-74.0001168028,1
33870,44.9999645828,-74.0001167504,1
33880,44.9999644963,-74.0001166978,1
33890,44.99996441,-74.0001166452,1
33900,44.9999643236,-74.0001165924,1
33910,44.9999642373,-74.0001165395,1
33920,44.999964151,-74.0001164865,1
33930,44.9999640648,-74.0001164334,1
33940,44.9999639786,-74.0001163801,1
33950,44.9999638924,-74.0001163267,1
33960,44.9999638063,-74.0001162731,1
33970,44.9999637202,-74.0001162195,1
33980,44.9999636342,-74.0001161657,1
33990,44.9999635482,-74.0001161117,1
34000,44.9999634622,-74.0001160577,1
34010,44.9999633763,-74.0001160035,1
34020,44.9999632904,-74.0001159492,1
34030,44.9999632046,-74.0001158948,1
34040,44.9999631188,-74.0001158402,1
34050,44.999963033,-74.0001157856,1
34060,44.9999629473,-74.0001157307,1
34070,44.9999628616,-74.0001156758,1
34080,44.999962776,-74.0001156207,1
34090,44.9999626904,-74.0001155656,1
34100,44.9999626049,-74.0001155102,1
34110,44.9999625193,-74.0001154548,1
34120,44.9999624339,-74.0001153992,1
34130,44.9999623484,-74.0001153435,1
34140,44.9999622631,-74.0001152877,1
34150,44.9999621777,-74.0001152317,1
34160,44.9999620924,-74.0001151757,1
34170,44.9999620071,-74.0001151195,1
34180,44.9999619219,-74.0001150631,1
34190,44.9999618367,-74.0001150067,1
34200,44.9999617516,-74.0001149501,1
34210,44.9999616665,-74.0001148934,1
34220,44.9999615814,-74.0001148366,1
34230,44.9999614964,-74.0001147796,1
34240,44.9999614115,-74.0001147225,1
34250,44.9999613265,-74.0001146653,1
34260,44.9999612416,-74.000114608,1
34270,44.9999611568,-74.0001145505,1
34280,44.999961072,-74.0001144929,1
34290,44.9999609872,-74.0001144352,1
34300,44.9999609025,-74.0001143774,1
34310,44.9999608179,-74.0001143194,1
34320,44.9999607332,-74.0001142613,1
34330,44.9999606486,-74.0001142031,1
34340,44.9999605641,-74.0001141448,1
34350,44.9999604796,-74.0001140863,1
34360,44.9999603951,-74.0001140277,1
34370,44.9999603107,-74.000113969,1
34380,44.9999602264,-74.0001139101,1
34390,44.999960142,-74.0001138512,1
34400,44.9999600577,-74.0001137921,1
34410,44.9999599735,-74.0001137329,1
34420,44.9999598893,-74.0001136735,1
34430,44.9999598052,-74.0001136141,1
34440,44.9999597211,-74.0001135545,1
34450,44.999959637,-74.0001134948,1
34460,44.999959553,-74.0001134349,1
34470,44.999959469,-74.000113375,1
34480,44.9999593851,-74.0001133149,1
34490,44.9999593012,-74.0001132547,1
34500,44.9999592173,-74.0001131943,1
34510,44.9999591335,-74.0001131339,1
34520,44.9999590498,-74.0001130733,1
34530,44.9999589661,-74.0001130126,1
34540,44.9999588824,-74.0001129517,1
34550,44.9999587988,-74.0001128908,1
34560,44.9999587152,-74.0001128297,1
34570,44.9999586317,-74.0001127685,1
34580,44.9999585482,-74.0001127072,1
34590,44.9999584648,-74.0001126457,1
34600,44.9999583814,-74.0001125842,1
34610,44.9999582981,-74.0001125225,1
34620,44.9999582148,-74.0001124606,1
34630,44.9999581315,-74.0001123987,1
34640,44.9999580483,-74.0001123366,1
34650,44.9999579651,-74.0001122744,1
34660,44.999957882,-74.0001122121,1
34670,44.999957799,-74.0001121497,1
34680,44.9999577159,-74.0001120871,1
34690,44.999957633,-74.0001120244,1
34700,44.99995755,-74.0001119616,1
34710,44.9999574672,-74.0001118987,1
34720,44.9999573843,-74.0001118357,1
34730,44.9999573015,-74.0001117725,1
34740,44.9999572188,-74.0001117092,1
34750,44.9999571361,-74.0001116458,1
34760,44.9999570535,-74.0001115822,1
34770,44.9999569709,-74.0001115186,1
34780,44.9999568883,-74.0001114548,1
34790,44.9999568058,-74.0001113909,1
34800,44.9999567233,-74.0001113268,1
34810,44.9999566409,-74.0001112627,1
34820,44.9999565586,-74.0001111984,1
34830,44.9999564762,-74.000111134,1
34840,44.999956394,-74.0001110695,1
34850,44.9999563117,-74.0001110049,1
34860,44.9999562296,-74.0001109401,1
34870,44.9999561475,-74.0001108752,1
34880,44.9999560654,-74.0001108102,1
34890,44.9999559833,-74.0001107451,1
34900,44.9999559014,-74.0001106798,1
34910,44.9999558194,-74.0001106145,1
34920,44.9999557375,-74.000110549,1
34930,44.9999556557,-74.0001104834,1
34940,44.9999555739,-74.0001104176,1
34950,44.9999554922,-74.0001103518,1
34960,44.9999554105,-74.0001102858,1
34970,44.9999553289,-74.0001102197,1
34980,44.9999552473,-74.0001101535,1
34990,44.9999551657,-74.0001100872,1
35000,44.9999550842,-74.0001100207,1
35010,44.9999550028,-74.0001099541,1
35020,44.9999549214,-74.0001098874,1
35030,44.9999548401,-74.0001098206,1
35040,44.9999547588,-74.0001097537,1
35050,44.9999546775,-74.0001096866,1
35060,44.9999545963,-74.0001096194,1
35070,44.9999545152,-74.0001095521,1
35080,44.9999544341,-74.0001094847,1
35090,44.999954353,-74.0001094172,1
35100,44.999954272,-74.0001093495,1
35110,44.9999541911,-74.0001092817,1
35120,44.9999541102,-74.0001092138,1
35130,44.9999540293,-74.0001091458,1
35140,44.9999539485,-74.0001090777,1
35150,44.9999538678,-74.0001090094,1
35160,44.9999537871,-74.000108941,1
35170,44.9999537065,-74.0001088725,1
35180,44.9999536259,-74.0001088039,1
35190,44.9999535453,-74.0001087352,1
35200,44.9999534648,-74.0001086663,1
35210,44.9999533844,-74.0001085973,1
35220,44.999953304,-74.0001085282,1
35230,44.9999532237,-74.000108459,1
35240,44.9999531434,-74.0001083897,1
35250,44.9999530632,-74.0001083202,1
35260,44.999952983,-74.0001082507,1
35270,44.9999529028,-74.000108181,1
35280,44.9999528228,-74.0001081112,1
35290,44.9999527427,-74.0001080412,1
35300,44.9999526628,-74.0001079712,1
35310,44.9999525828,-74.000107901,1
35320,44.999952503,-74.0001078307,1
35330,44.9999524231,-74.0001077603,1
35340,44.9999523434,-74.0001076898,1
35350,44.9999522637,-74.0001076192,1
35360,44.999952184,-74.0001075484,1
35370,44.9999521044,-74.0001074776,1
35380,44.9999520248,-74.0001074066,1
35390,44.9999519453,-74.0001073355,1
35400,44.9999518659,-74.0001072642,1
35410,44.9999517865,-74.0001071929,1
35420,44.9999517071,-74.0001071214,1
35430,44.9999516278,-74.0001070499,1
35440,44.9999515486,-74.0001069782,1
35450,44.9999514694,-74.0001069063,1
35460,44.9999513903,-74.0001068344,1
35470,44.9999513112,-74.0001067624,1
35480,44.9999512321,-74.0001066902,1
35490,44.9999511532,-74.0001066179,1
35500,44.9999510742,-74.0001065455,1
35510,44.9999509954,-74.000106473,1
35520,44.9999509166,-74.0001064004,1
35530,44.9999508378,-74.0001063276,1
35540,44.9999507591,-74.0001062548,1
35550,44.9999506804,-74.0001061818,1
35560,44.9999506018,-74.0001061087,1
35570,44.9999505233,-74.0001060355,1
35580,44.9999504448,-74.0001059621,1
35590,44.9999503664,-74.0001058887,1
35600,44.999950288,-74.0001058151,1
35610,44.9999502097,-74.0001057414,1
35620,44.9999501314,-74.0001056676,1
35630,44.9999500532,-74.0001055937,1
35640,44.999949975,-74.0001055197,1
35650,44.9999498969,-74.0001054456,1
35660,44.9999498189,-74.0001053713,1
35670,44.9999497409,-74.0001052969,1
35680,44.9999496629,-74.0001052224,1
35690,44.999949585,-74.0001051478,1
35700,44.9999495072,-74.0001050731,1
35710,44.9999494294,-74.0001049983,1
35720,44.9999493517,-74.0001049233,1
35730,44.999949274,-74.0001048483,1
35740,44.9999491964,-74.0001047731,1
35750,44.9999491189,-74.0001046978,1
35760,44.9999490414,-74.0001046224,1
35770,44.9999489639,-74.0001045469,1
35780,44.9999488865,-74.0001044712,1
35790,44.9999488092,-74.0001043955,1
35800,44.9999487319,-74.0001043196,1
35810,44.9999486547,-74.0001042436,1
35820,44.9999485775,-74.0001041675,1
35830,44.9999485004,-74.0001040913,1
35840,44.9999484234,-74.000104015,1
35850,44.9999483464,-74.0001039385,1
35860,44.9999482695,-74.000103862,1
35870,44.9999481926,-74.0001037853,1
35880,44.9999481158,-74.0001037085,1
35890,44.999948039,-74.0001036316,1
35900,44.9999479623,-74.0001035546,1
35910,44.9999478856,-74.0001034775,1
35920,44.999947809,-74.0001034003,1
35930,44.9999477325,-74.0001033229,1
35940,44.999947656,-74.0001032455,1
35950,44.9999475796,-74.0001031679,1
35960,44.9999475032,-74.0001030902,1
35970,44.9999474269,-74.0001030124,1
35980,44.9999473507,-74.0001029345,1
35990,44.9999472745,-74.0001028564,1
36000,44.9999471984,-74.0001027783,1
36010,44.9999471223,-74.0001027,1
36020,44.9999470463,-74.0001026217,1
36030,44.9999469703,-74.0001025432,1
36040,44.9999468944,-74.0001024646,1
36050,44.9999468186,-74.0001023859,1
36060,44.9999467428,-74.0001023071,1
36070,44.999946667,-74.0001022282,1
36080,44.9999465914,-74.0001021491,1
36090,44.9999465158,-74.00010207,1
36100,44.9999464402,-74.0001019907,1
36110,44.9999463647,-74.0001019113,1
36120,44.9999462893,-74.0001018318,1
36130,44.9999462139,-74.0001017522,1
36140,44.9999461386,-74.0001016725,1
36150,44.9999460633,-74.0001015927,1
36160,44.9999459881,-74.0001015128,1
36170,44.999945913,-74.0001014327,1
36180,44.9999458379,-74.0001013526,1
36190,44.9999457629,-74.0001012723,1
36200,44.9999456879,-74.0001011919,1
36210,44.999945613,-74.0001011114,1
36220,44.9999455382,-74.0001010308,1
36230,44.9999454634,-74.0001009501,1
36240,44.9999453887,-74.0001008693,1
36250,44.999945314,-74.0001007884,1
36260,44.9999452394,-74.0001007073,1
36270,44.9999451649,-74.0001006262,1
36280,44.9999450904,-74.0001005449,1
36290,44.999945016,-74.0001004635,1
36300,44.9999449416,-74.0001003821,1
36310,44.9999448673,-74.0001003005,1
36320,44.9999447931,-74.0001002188,1
36330,44.9999447189,-74.0001001369,1
36340,44.9999446448,-74.000100055,1
36350,44.9999445707,-74.000099973,1
36360,44.9999444967,-74.0000998908,1
36370,44.9999444228,-74.0000998086,1
36380,44.9999443489,-74.0000997262,1
36390,44.9999442751,-74.0000996438,1
36400,44.9999442013,-74.0000995612,1
36410,44.9999441277,-74.0000994785,1
36420,44.999944054,-74.0000993957,1
36430,44.9999439805,-74.0000993128,1
36440,44.9999439069,-74.0000992298,1
36450,44.9999438335,-74.0000991466,1
36460,44.9999437601,-74.0000990634,1
36470,44.9999436868,-74.0000989801,1
36480,44.9999436135,-74.0000988966,1
36490,44.9999435403,-74.000098813,1
36500,44.9999434672,-74.0000987294,1
36510,44.9999433941,-74.0000986456,1
36520,44.9999433211,-74.0000985617,1
36530,44.9999432481,-74.0000984777,1
36540,44.9999431753,-74.0000983936,1
36550,44.9999431024,-74.0000983094,1
36560,44.9999430297,-74.0000982251,1
36570,44.999942957,-74.0000981407,1
36580,44.9999428843,-74.0000980561,1
36590,44.9999428117,-74.0000979715,1
36600,44.9999427392,-74.0000978867,1
36610,44.9999426668,-74.0000978019,1
36620,44.9999425944,-74.0000977169,1
36630,44.9999425221,-74.0000976319,1
36640,44.9999424498,-74.0000975467,1
36650,44.9999423776,-74.0000974614,1
36660,44.9999423055,-74.000097376,1
36670,44.9999422334,-74.0000972905,1
36680,44.9999421614,-74.0000972049,1
36690,44.9999420894,-74.0000971192,1
36700,44.9999420175,-74.0000970334,1
36710,44.9999419457,-74.0000969475,1
36720,44.999941874,-74.0000968614,1
36730,44.9999418023,-74.0000967753,1
36740,44.9999417307,-74.0000966891,1
36750,44.9999416591,-74.0000966027,1
36760,44.9999415876,-74.0000965163,1
36770,44.9999415162,-74.0000964297,1
36780,44.9999414448,-74.000096343,1
36790,44.9999413735,-74.0000962563,1
36800,44.9999413022,-74.0000961694,1
36810,44.999941231,-74.0000960824,1
36820,44.9999411599,-74.0000959953,1
36830,44.9999410889,-74.0000959081,1
36840,44.9999410179,-74.0000958208,1
36850,44.999940947,-74.0000957334,1
36860,44.9999408761,-74.0000956459,1
36870,44.9999408053,-74.0000955583,1
36880,44.9999407346,-74.0000954706,1
36890,44.9999406639,-74.0000953828,1
36900,44.9999405933,-74.0000952948,1
36910,44.9999405228,-74.0000952068,1
36920,44.9999404523,-74.0000951187,1
36930,44.9999403819,-74.0000950304,1
36940,44.9999403116,-74.0000949421,1
36950,44.9999402413,-74.0000948536,1
36960,44.9999401711,-74.0000947651,1
36970,44.999940101,-74.0000946764,1
36980,44.9999400309,-74.0000945877,1
36990,44.9999399609,-74.0000944988,1
37000,44.999939891,-74.0000944098,1
37010,44.9999398211,-74.0000943208,1
37020,44.9999397513,-74.0000942316,1
37030,44.9999396815,-74.0000941423,1
37040,44.9999396119,-74.0000940529,1
37050,44.9999395423,-74.0000939634,1
37060,44.9999394727,-74.0000938739,1
37070,44.9999394032,-74.0000937842,1
37080,44.9999393338,-74.0000936944,1
37090,44.9999392645,-74.0000936045,1
37100,44.9999391952,-74.0000935145,1
37110,44.999939126,-74.0000934244,1
37120,44.9999390568,-74.0000933342,1
37130,44.9999389878,-74.0000932439,1
37140,44.9999389187,-74.0000931535,1
37150,44.9999388498,-74.000093063,1
37160,44.9999387809,-74.0000929723,1
37170,44.9999387121,-74.0000928816,1
37180,44.9999386434,-74.0000927908,1
37190,44.9999385747,-74.0000926999,1
37200,44.9999385061,-74.0000926089,1
37210,44.9999384375,-74.0000925178,1
37220,44.9999383691,-74.0000924265,1
37230,44.9999383007,-74.0000923352,1
37240,44.9999382323,-74.0000922438,1
37250,44.9999381641,-74.0000921523,1
37260,44.9999380959,-74.0000920606,1
37270,44.9999380277,-74.0000919689,1
37280,44.9999379597,-74.0000918771,1
37290,44.9999378917,-74.0000917851,1
37300,44.9999378237,-74.0000916931,1
37310,44.9999377559,-74.000091601,1
37320,44.9999376881,-74.0000915088,1
37330,44.9999376203,-74.0000914164,1
37340,44.9999375527,-74.000091324,1
37350,44.9999374851,-74.0000912315,1
37360,44.9999374176,-74.0000911388,1
37370,44.9999373501,-74.0000910461,1
37380,44.9999372827,-74.0000909533,1
37390,44.9999372154,-74.0000908603,1
37400,44.9999371482,-74.0000907673,1
37410,44.999937081,-74.0000906742,1
37420,44.9999370139,-74.0000905809,1
37430,44.9999369468,-74.0000904876,1
37440,44.9999368799,-74.0000903942,1
37450,44.999936813,-74.0000903007,1
37460,44.9999367461,-74.000090207,1
37470,44.9999366794,-74.0000901133,1
37480,44.9999366127,-74.0000900195,1
37490,44.9999365461,-74.0000899256,1
37500,44.9999364795,-74.0000898315,1
37510,44.999936413,-74.0000897374,1
37520,44.9999363466,-74.0000896432,1
37530,44.9999362803,-74.0000895489,1
37540,44.999936214,-74.0000894545,1
37550,44.9999361478,-74.0000893599,1
37560,44.9999360817,-74.0000892653,1
37570,44.9999360156,-74.0000891706,1
37580,44.9999359496,-74.0000890758,1
37590,44.9999358837,-74.0000889809,1
37600,44.9999358178,-74.0000888859,1
37610,44.999935752,-74.0000887908,1
37620,44.9999356863,-74.0000886956,1
37630,44.9999356207,-74.0000886003,1
37640,44.9999355551,-74.0000885049,1
37650,44.9999354896,-74.0000884094,1
37660,44.9999354242,-74.0000883138,1
37670,44.9999353588,-74.0000882182,1
37680,44.9999352935,-74.0000881224,1
37690,44.9999352283,-74.0000880265,1
37700,44.9999351632,-74.0000879305,1
37710,44.9999350981,-74.0000878345,1
37720,44.9999350331,-74.0000877383,1
37730,44.9999349682,-74.000087642,1
37740,44.9999349033,-74.0000875457,1
37750,44.9999348385,-74.0000874492,1
37760,44.9999347738,-74.0000873527,1
37770,44.9999347091,-74.000087256,1
37780,44.9999346446,-74.0000871593,1
37790,44.9999345801,-74.0000870625,1
37800,44.9999345156,-74.0000869655,1
37810,44.9999344513,-74.0000868685,1
37820,44.999934387,-74.0000867714,1
37830,44.9999343228,-74.0000866742,1
37840,44.9999342586,-74.0000865768,1
37850,44.9999341946,-74.0000864794,1
37860,44.9999341306,-74.0000863819,1
37870,44.9999340666,-74.0000862843,1
37880,44.9999340028,-74.0000861866,1
37890,44.999933939,-74.0000860889,1
37900,44.9999338753,-74.000085991,1
37910,44.9999338116,-74.000085893,1
37920,44.9999337481,-74.0000857949,1
37930,44.9999336846,-74.0000856968,1
37940,44.9999336212,-74.0000855985,1
37950,44.9999335578,-74.0000855002,1
37960,44.9999334945,-74.0000854017,1
37970,44.9999334313,-74.0000853032,1
37980,44.9999333682,-74.0000852045,1
37990,44.9999333051,-74.0000851058,1
38000,44.9999332422,-74.000085007,1
38010,44.9999331793,-74.0000849081,1
38020,44.9999331164,-74.0000848091,1
38030,44.9999330537,-74.00008471,1
38040,44.999932991,-74.0000846108,1
38050,44.9999329284,-74.0000845115,1
38060,44.9999328658,-74.0000844121,1
38070,44.9999328033,-74.0000843127,1
38080,44.9999327409,-74.0000842131,1
38090,44.9999326786,-74.0000841134,1
38100,44.9999326164,-74.0000840137,1
38110,44.9999325542,-74.0000839139,1
38120,44.9999324921,-74.0000838139,1
38130,44.9999324301,-74.0000837139,1
38140,44.9999323681,-74.0000836138,1
38150,44.9999323062,-74.0000835136,1
